date,region,category,units,unit_price,revenue,marketing_spend,satisfaction
2023-04-19,West,Furniture,4,318.5,1592.5,169.28,3.3
2023-04-19,East,Office Supplies,6,45.68,315.19,64.61,5.0
2023-04-20,East,Office Supplies,11,47.28,598.09,155.27,4.3
2023-04-20,East,Technology,3,664.89,2293.87,220.35,3.1
2023-04-21,South,Furniture,9,334.59,2559.61,319.11,3.3
2023-04-22,West,Office Supplies,1,36.23,45.29,112.06,2.9
2023-04-22,North,Technology,9,436.83,3931.47,410.17,4.4
2023-04-22,North,Furniture,9,338.38,3045.42,273.03,3.0
2023-04-22,North,Technology,5,678.74,3393.7,271.5,2.7
2023-04-22,North,Office Supplies,11,38.13,419.43,82.36,4.8
2023-04-23,South,Furniture,3,262.58,669.58,161.45,5.0
2023-04-23,East,Technology,1,709.99,816.49,122.46,3.7
2023-04-23,South,Furniture,11,284.61,2661.1,260.08,3.8
2023-04-24,West,Appliances,6,246.97,1852.28,170.76,3.0
2023-04-24,North,Office Supplies,3,50.45,151.35,54.54,4.2
2023-04-24,North,Appliances,4,250.5,1002.0,81.17,4.2
2023-04-24,North,Office Supplies,3,47.8,143.4,156.63,3.8
2023-04-24,South,Furniture,3,352.42,898.67,144.94,2.5
2023-04-25,North,Furniture,7,381.74,2672.18,276.49,4.0
2023-04-26,North,Office Supplies,10,57.38,573.8,122.06,4.6
2023-04-26,West,Office Supplies,6,41.59,311.92,98.71,4.1
2023-04-28,North,Furniture,10,388.08,3880.8,349.22,4.1
2023-04-28,West,Office Supplies,10,56.69,708.62,56.69,4.8
2023-04-29,North,Technology,1,885.59,885.59,132.46,3.3
2023-04-29,North,Office Supplies,3,40.98,122.94,79.09,4.1
2023-04-29,North,Furniture,8,415.37,3322.96,335.88,3.7
2023-04-30,South,Technology,10,604.0,5134.0,524.19,4.0
2023-05-01,East,Furniture,1,420.83,483.95,110.43,3.5
2023-05-02,South,Appliances,9,277.81,2125.25,195.16,4.0
2023-05-02,North,Office Supplies,6,47.55,285.3,30.01,4.1
2023-05-03,East,Office Supplies,2,49.12,112.98,33.26,3.6
2023-05-03,North,Furniture,2,385.39,770.78,147.72,3.0
2023-05-03,West,Office Supplies,7,31.51,275.71,57.38,4.3
2023-05-04,South,Technology,3,655.99,1672.77,224.99,3.9
2023-05-05,East,Furniture,11,288.56,3650.28,312.28,4.2
2023-05-05,West,Furniture,11,452.6,6223.25,505.9,3.7
2023-05-06,North,Technology,8,725.18,5801.44,542.39,3.1
2023-05-06,West,Office Supplies,11,48.96,673.2,120.32,3.7
2023-05-06,North,Office Supplies,10,42.16,421.6,54.74,4.3
2023-05-07,North,Technology,10,744.81,7448.1,606.11,4.9
2023-05-07,North,Office Supplies,5,47.44,237.2,136.95,3.9
2023-05-08,East,Office Supplies,1,38.83,44.65,53.93,4.7
2023-05-08,West,Appliances,1,212.3,265.38,53.63,3.4
2023-05-09,East,Technology,9,760.59,7872.11,636.21,2.9
2023-05-09,South,Furniture,9,294.84,2255.53,212.19,3.7
2023-05-10,North,Furniture,1,291.9,291.9,133.9,4.2
2023-05-10,East,Office Supplies,2,57.28,131.74,39.81,3.5
2023-05-10,South,Furniture,8,274.76,1868.37,181.51,3.9
2023-05-11,West,Appliances,4,268.8,1344.0,107.52,3.7
2023-05-11,North,Technology,8,490.47,3923.76,330.53,3.6
2023-05-11,East,Office Supplies,6,29.45,203.2,76.51,4.2
2023-05-11,South,Office Supplies,2,49.59,84.3,120.45,4.1
2023-05-11,East,Office Supplies,4,41.84,192.46,119.04,3.4
2023-05-12,South,Appliances,9,336.06,2570.86,253.28,4.6
2023-05-13,West,Technology,10,589.23,7365.38,619.3,3.4
2023-05-14,East,Technology,11,828.94,10486.09,971.69,3.9
2023-05-14,West,Office Supplies,8,44.44,444.4,120.47,3.9
2023-05-15,West,Furniture,9,349.91,3936.49,418.92,3.1
2023-05-15,West,Office Supplies,7,48.72,426.3,34.1,4.7
2023-05-15,East,Office Supplies,3,53.46,184.44,72.94,3.7
2023-05-15,South,Technology,10,537.52,4568.92,415.54,3.9
2023-05-15,South,Appliances,1,269.8,229.33,104.27,4.6
2023-05-16,East,Office Supplies,3,46.85,161.63,52.34,5.0
2023-05-17,West,Appliances,6,292.54,2194.05,259.5,4.3
2023-05-17,East,Technology,10,851.98,9797.77,813.87,4.7
2023-05-18,South,Furniture,9,328.03,2509.43,209.67,2.9
2023-05-19,West,Appliances,5,213.14,1332.12,129.24,3.6
2023-05-19,North,Furniture,3,345.5,1036.5,158.59,3.0
2023-05-19,West,Office Supplies,11,41.26,567.32,49.06,3.8
2023-05-20,South,Furniture,7,256.45,1525.88,122.07,3.1
2023-05-20,West,Furniture,7,280.03,2450.26,260.2,3.0
2023-05-22,North,Technology,11,670.32,7373.52,654.76,3.6
2023-05-23,East,Furniture,5,342.95,1971.96,205.02,3.4
2023-05-23,West,Office Supplies,9,32.51,365.74,97.66,4.2
2023-05-24,North,Office Supplies,8,51.39,411.12,164.78,4.4
2023-05-24,South,Furniture,4,388.3,1320.22,142.65,3.3
2023-05-24,North,Furniture,2,311.26,622.52,113.88,4.4
2023-05-24,West,Technology,3,535.34,2007.52,211.32,4.2
2023-05-26,West,Technology,6,442.69,3320.18,312.97,3.4
2023-05-27,North,Office Supplies,10,54.33,543.3,161.51,4.4
2023-05-27,South,Technology,8,498.13,3387.28,318.25,4.3
2023-05-27,West,Technology,8,657.78,6577.8,542.14,4.0
2023-05-27,North,Appliances,6,320.27,1921.62,184.0,4.8
2023-05-29,West,Office Supplies,6,45.78,343.35,117.64,3.3
2023-05-30,North,Furniture,8,231.54,1852.32,167.8,2.8
2023-05-31,East,Office Supplies,9,48.5,501.98,102.89,3.9
2023-06-01,East,Office Supplies,3,40.85,140.93,11.27,4.3
2023-06-02,North,Office Supplies,10,50.5,505.0,60.15,4.5
2023-06-02,North,Office Supplies,3,47.71,143.13,88.04,3.8
2023-06-04,North,Furniture,8,429.64,3437.12,297.72,3.6
2023-06-04,East,Technology,4,559.99,2575.95,332.0,4.5
2023-06-05,North,Office Supplies,7,44.66,312.62,109.26,4.6
2023-06-06,East,Office Supplies,3,44.6,153.87,83.28,4.2
2023-06-06,East,Office Supplies,1,48.65,55.95,72.39,4.8
2023-06-07,West,Technology,10,659.78,8247.25,694.73,4.4
2023-06-07,West,Furniture,8,279.35,2793.5,259.31,4.0
2023-06-08,North,Technology,8,430.61,3444.88,381.1,3.8
2023-06-08,West,Technology,2,643.99,1609.98,186.83,2.8
2023-06-08,North,Office Supplies,4,51.13,204.52,135.51,3.7
2023-06-08,North,Furniture,2,380.61,761.22,112.8,4.2
2023-06-08,South,Office Supplies,11,40.0,374.0,60.33,3.8
2023-06-09,South,Appliances,6,268.8,1370.88,139.24,3.4
2023-06-10,West,Technology,6,645.68,4842.6,417.86,4.2
2023-06-11,West,Furniture,7,255.68,2237.2,344.63,4.6
2023-06-13,West,Appliances,10,324.22,4052.75,352.75,4.2
2023-06-13,North,Office Supplies,1,44.72,44.72,100.68,3.3
2023-06-13,West,Office Supplies,10,22.5,281.25,35.98,4.0
2023-06-13,West,Office Supplies,2,59.33,148.32,37.88,4.3
2023-06-15,East,Office Supplies,3,49.08,169.33,49.69,5.0
2023-06-15,South,Office Supplies,4,40.28,136.95,10.96,3.4
2023-06-16,West,Office Supplies,4,43.75,218.75,93.87,4.4
2023-06-17,North,Technology,1,541.54,541.54,43.32,4.3
2023-06-17,West,Furniture,3,290.98,1091.18,169.88,3.2
2023-06-18,South,Furniture,10,291.52,2477.92,270.57,2.7
2023-06-19,North,Appliances,7,292.1,2044.7,236.48,4.3
2023-06-20,West,Office Supplies,7,43.91,384.21,179.91,4.4
2023-06-20,North,Office Supplies,11,40.22,442.42,112.67,4.1
2023-06-20,East,Office Supplies,2,36.69,84.39,89.45,4.4
2023-06-21,North,Appliances,11,187.32,2060.52,277.36,3.5
2023-06-21,South,Office Supplies,4,46.98,159.73,80.89,4.4
2023-06-21,North,Appliances,2,253.55,507.1,45.97,3.6
2023-06-22,East,Office Supplies,3,43.66,150.63,42.44,4.2
2023-06-23,East,Office Supplies,7,50.96,410.23,106.68,4.4
2023-06-24,East,Furniture,5,330.07,1897.9,305.91,3.3
2023-06-25,South,Appliances,1,246.67,209.67,29.3,4.4
2023-06-25,East,Office Supplies,3,35.0,120.75,27.91,3.5
2023-06-26,South,Office Supplies,3,52.33,133.44,10.68,3.7
2023-06-26,West,Office Supplies,1,47.09,58.86,36.02,4.6
2023-06-27,North,Furniture,6,499.39,2996.34,361.16,3.2
2023-06-28,North,Technology,11,630.7,6937.7,582.64,3.7
2023-06-29,North,Technology,8,757.24,6057.92,615.95,3.6
2023-06-29,West,Appliances,3,324.36,1216.35,157.61,4.0
2023-07-01,East,Appliances,2,301.16,692.67,93.54,4.2
2023-07-01,East,Furniture,3,373.93,1290.06,176.15,3.1
2023-07-03,South,Office Supplies,7,52.73,313.74,88.85,3.8
2023-07-04,South,Office Supplies,2,54.21,92.16,103.66,4.8
2023-07-05,West,Office Supplies,1,49.05,61.31,18.77,4.0
2023-07-05,East,Office Supplies,4,45.29,208.33,16.67,3.0
2023-07-05,East,Office Supplies,10,50.13,576.5,89.75,4.3
2023-07-06,West,Office Supplies,7,57.12,499.8,105.01,4.3
2023-07-06,North,Appliances,8,318.75,2550.0,316.86,3.7
2023-07-07,North,Furniture,11,395.58,4351.38,379.67,2.9
2023-07-07,West,Appliances,6,288.66,2164.95,186.19,4.1
2023-07-07,North,Technology,8,622.64,4981.12,398.49,4.6
2023-07-08,East,Furniture,11,348.65,4410.42,352.83,3.4
2023-07-09,North,Office Supplies,3,48.73,146.19,24.32,3.8
2023-07-10,West,Technology,9,716.81,8064.11,669.86,4.2
2023-07-11,South,Furniture,9,374.75,2866.84,323.19,3.6
2023-07-11,North,Office Supplies,1,41.94,41.94,86.4,4.5
2023-07-12,North,Furniture,7,395.47,2768.29,286.95,3.5
2023-07-13,East,Furniture,5,406.24,2335.88,249.64,2.5
2023-07-13,East,Furniture,8,392.32,3609.34,288.75,3.8
2023-07-14,South,Office Supplies,10,59.01,501.58,126.86,3.8
2023-07-14,East,Furniture,10,425.06,4888.19,437.57,3.3
2023-07-14,North,Appliances,7,351.01,2457.07,251.96,4.0
2023-07-14,South,Appliances,2,381.06,647.8,167.85,4.7
2023-07-15,West,Appliances,8,182.28,1822.8,246.83,4.6
2023-07-15,West,Furniture,10,471.42,5892.75,545.62,4.5
2023-07-16,North,Technology,4,529.45,2117.8,205.06,4.0
2023-07-16,East,Office Supplies,4,38.11,175.31,57.0,3.9
2023-07-16,East,Technology,11,674.56,8533.18,743.29,3.6
2023-07-18,North,Office Supplies,11,48.53,533.83,42.71,5.0
2023-07-18,West,Appliances,7,227.86,1993.78,172.12,4.6
2023-07-19,North,Technology,7,842.79,5899.53,533.87,4.0
2023-07-20,South,Technology,10,491.31,4176.14,357.55,3.5
2023-07-20,South,Office Supplies,2,49.46,84.08,74.9,4.2
2023-07-20,North,Office Supplies,7,45.79,320.53,25.64,4.3
2023-07-20,East,Furniture,3,260.04,897.14,71.77,4.0
2023-07-21,West,Appliances,2,256.9,642.25,114.68,3.5
2023-07-21,East,Furniture,7,256.46,2064.5,265.84,3.4
2023-07-21,East,Office Supplies,9,44.83,463.99,107.57,3.8
2023-07-21,East,Appliances,4,258.96,1191.22,153.76,3.6
2023-07-21,East,Technology,1,564.94,649.68,126.24,3.5
2023-07-22,North,Technology,3,512.59,1537.77,207.05,4.2
2023-07-23,West,Technology,1,683.29,854.11,174.56,3.5
2023-07-23,West,Furniture,11,264.13,3631.79,373.39,4.3
2023-07-25,West,Office Supplies,5,43.49,271.81,101.64,4.6
2023-07-26,West,Technology,4,590.16,2950.8,241.19,4.6
2023-07-29,North,Office Supplies,10,42.81,428.1,102.55,4.7
2023-07-29,North,Furniture,8,288.46,2307.68,268.42,5.0
2023-07-29,North,Furniture,1,462.85,462.85,93.02,3.1
2023-07-30,North,Technology,10,599.55,5995.5,510.21,3.9
2023-07-31,East,Furniture,1,416.75,479.26,75.89,2.8
2023-08-01,West,Office Supplies,7,40.82,357.18,195.06,5.0
2023-08-01,North,Office Supplies,7,51.72,362.04,52.98,5.0
2023-08-02,West,Appliances,10,283.26,3540.75,320.26,3.0
2023-08-02,West,Furniture,3,431.67,1618.76,129.5,3.6
2023-08-02,North,Appliances,2,298.05,596.1,164.92,4.0
2023-08-02,North,Furniture,4,416.18,1664.72,219.96,3.4
2023-08-02,East,Appliances,1,294.58,338.77,95.31,3.9
2023-08-02,South,Furniture,6,434.41,2215.49,262.08,3.4
2023-08-03,West,Technology,5,663.92,4149.5,331.96,3.6
2023-08-04,West,Office Supplies,4,54.94,274.7,48.31,4.8
2023-08-04,North,Appliances,7,265.18,1856.26,148.5,3.6
2023-08-05,West,Technology,1,329.37,411.71,91.16,3.6
2023-08-05,North,Office Supplies,7,32.55,227.85,31.04,4.8
2023-08-07,West,Office Supplies,2,47.61,119.02,120.45,3.6
2023-08-07,North,Office Supplies,4,46.82,187.28,142.12,4.5
2023-08-07,North,Appliances,8,294.24,2353.92,257.05,4.1
2023-08-08,West,Furniture,2,322.58,806.45,100.86,2.3
2023-08-08,East,Technology,4,688.79,3168.43,253.47,3.9
2023-08-09,South,Technology,7,845.08,5028.23,438.39,3.0
2023-08-09,West,Office Supplies,8,42.61,426.1,70.82,3.1
2023-08-09,West,Office Supplies,11,53.33,733.29,100.2,3.9
2023-08-09,West,Office Supplies,1,44.61,55.76,30.85,5.0
2023-08-10,North,Technology,9,757.7,6819.3,574.95,4.3
2023-08-12,West,Appliances,1,340.93,426.16,75.9,3.9
2023-08-13,South,Furniture,5,363.4,1544.45,132.95,3.5
2023-08-13,South,Office Supplies,11,39.95,373.53,140.01,4.2
2023-08-13,East,Technology,2,758.64,1744.87,161.74,4.3
2023-08-14,North,Furniture,3,361.05,1083.15,201.34,3.7
2023-08-14,West,Furniture,3,406.87,1525.76,190.33,3.5
2023-08-14,South,Furniture,5,344.65,1464.76,163.14,5.0
2023-08-14,North,Office Supplies,6,36.56,219.36,55.48,4.8
2023-08-15,East,Office Supplies,10,27.68,318.32,105.07,4.4
2023-08-15,East,Office Supplies,11,64.43,815.04,140.78,3.9
2023-08-17,West,Furniture,2,409.32,1023.3,126.67,3.7
2023-08-17,East,Furniture,4,402.96,1853.62,161.27,3.3
2023-08-18,East,Technology,3,686.41,2368.11,302.07,3.3
2023-08-19,North,Technology,5,439.62,2198.1,262.65,3.5
2023-08-19,West,Furniture,7,334.4,2926.0,262.25,4.0
2023-08-20,North,Technology,8,569.12,4552.96,420.36,3.9
2023-08-21,West,Office Supplies,10,44.93,561.62,51.06,3.8
2023-08-23,South,Office Supplies,2,35.2,59.84,32.36,3.8
2023-08-24,West,Appliances,11,291.7,4010.88,362.24,3.6
2023-08-24,North,Office Supplies,10,41.5,415.0,46.99,4.8
2023-08-24,East,Technology,5,629.87,3621.75,335.98,3.0
2023-08-24,East,Technology,8,520.1,4784.92,459.15,4.6
2023-08-25,North,Furniture,4,367.72,1470.88,166.04,3.5
2023-08-25,South,Office Supplies,8,44.9,305.32,72.28,4.5
2023-08-26,East,Furniture,4,242.1,1113.66,152.39,3.8
2023-08-26,West,Furniture,5,341.75,2135.94,246.56,3.9
2023-08-26,North,Office Supplies,6,44.17,265.02,58.02,3.9
2023-08-27,East,Office Supplies,5,36.84,211.83,92.69,4.0
2023-08-27,North,Office Supplies,2,46.2,92.4,63.29,4.6
2023-08-28,South,Office Supplies,5,43.35,184.24,138.06,4.7
2023-08-29,West,Furniture,8,457.55,4575.5,438.89,3.9
2023-08-30,South,Furniture,8,386.42,2627.66,288.71,3.4
2023-08-30,West,Office Supplies,4,38.94,194.7,15.58,5.0
2023-08-31,South,Office Supplies,6,39.52,201.55,79.58,4.1
2023-08-31,East,Office Supplies,6,42.97,296.49,41.6,4.3
2023-09-01,North,Office Supplies,6,49.0,294.0,27.75,4.4
2023-09-01,East,Furniture,8,324.92,2989.26,293.16,3.9
2023-09-02,West,Office Supplies,8,32.25,322.5,141.21,3.7
2023-09-03,North,Technology,3,494.72,1484.16,167.9,3.9
2023-09-03,East,Office Supplies,11,48.51,613.65,139.75,3.8
2023-09-04,North,Office Supplies,1,47.6,47.6,33.51,4.8
2023-09-04,West,Office Supplies,11,36.72,504.9,123.93,4.5
2023-09-04,West,Office Supplies,2,45.01,112.52,65.83,3.6
2023-09-05,North,Office Supplies,3,55.19,165.57,55.29,4.7
2023-09-05,East,Appliances,9,261.09,2702.28,285.39,3.9
2023-09-05,West,Office Supplies,7,45.8,400.75,194.09,4.6
2023-09-05,West,Appliances,5,281.11,1756.94,259.53,4.3
2023-09-06,South,Office Supplies,5,31.79,135.11,76.28,4.1
2023-09-07,North,Office Supplies,10,42.32,423.2,74.22,3.8
2023-09-07,South,Furniture,11,252.44,2360.31,250.62,3.3
2023-09-07,South,Office Supplies,9,44.69,341.88,107.69,4.9
2023-09-08,East,Furniture,2,229.37,527.55,123.22,2.8
2023-09-08,North,Office Supplies,5,49.01,245.05,30.4,4.0
2023-09-08,North,Furniture,4,281.23,1124.92,166.37,3.9
2023-09-09,East,Furniture,3,327.11,1128.53,94.76,3.6
2023-09-09,North,Appliances,7,231.28,1618.96,238.52,3.6
2023-09-10,North,Office Supplies,6,43.94,263.64,153.28,4.1
2023-09-10,West,Office Supplies,7,36.46,319.02,109.0,4.5
2023-09-10,South,Office Supplies,8,60.65,412.42,80.79,4.8
2023-09-12,North,Technology,11,608.13,6689.43,661.75,3.9
2023-09-12,West,Furniture,7,446.56,3907.4,396.69,2.5
2023-09-13,East,Technology,4,792.34,3644.76,375.12,3.4
2023-09-14,East,Office Supplies,5,31.17,179.23,87.61,5.0
2023-09-14,East,Appliances,4,298.49,1373.05,258.23,3.1
2023-09-15,East,Technology,11,749.0,9474.85,832.61,4.4
2023-09-16,North,Technology,4,426.94,1707.76,236.03,3.7
2023-09-16,East,Appliances,8,270.73,2490.72,331.45,4.6
2023-09-17,North,Appliances,9,270.85,2437.65,245.65,3.8
2023-09-17,West,Office Supplies,3,35.52,133.2,92.49,4.5
2023-09-18,West,Office Supplies,9,37.89,426.26,46.33,3.9
2023-09-18,West,Appliances,2,200.05,500.12,60.2,3.7
2023-09-18,South,Appliances,2,278.97,474.25,83.59,3.7
2023-09-19,South,Furniture,5,410.52,1744.71,148.7,2.8
2023-09-19,South,Technology,1,844.43,717.77,90.43,4.3
2023-09-19,West,Furniture,4,333.15,1665.75,158.42,4.4
2023-09-19,North,Furniture,11,313.54,3448.94,348.15,4.1
2023-09-20,North,Technology,5,638.56,3192.8,298.11,3.3
2023-09-20,North,Technology,7,614.05,4298.35,380.09,3.3
2023-09-21,East,Office Supplies,3,34.54,119.16,75.09,4.4
2023-09-21,East,Office Supplies,9,37.93,392.58,114.78,4.7
2023-09-21,East,Office Supplies,6,39.01,269.17,38.75,4.0
2023-09-21,South,Office Supplies,8,48.38,328.98,143.84,4.2
2023-09-22,North,Office Supplies,8,40.89,327.12,53.08,4.5
2023-09-23,North,Appliances,6,294.53,1767.18,194.32,3.9
2023-09-24,East,Furniture,10,436.55,5020.32,401.63,3.6
2023-09-24,South,Office Supplies,2,41.71,70.91,40.21,4.3
2023-09-24,East,Furniture,1,317.95,365.64,83.96,3.2
2023-09-24,East,Technology,2,588.16,1352.77,190.01,4.0
2023-09-24,South,Office Supplies,9,57.32,438.5,136.21,4.6
2023-09-25,West,Office Supplies,3,32.22,120.82,40.39,3.9
2023-09-25,North,Office Supplies,11,54.74,602.14,119.69,4.1
2023-09-25,South,Office Supplies,6,49.79,253.93,98.01,4.0
2023-09-25,West,Office Supplies,5,56.97,356.06,86.65,4.0
2023-09-26,South,Office Supplies,2,39.28,66.78,67.9,4.0
2023-09-26,West,Technology,2,684.21,1710.52,150.8,3.5
2023-09-26,East,Furniture,10,226.62,2606.13,249.94,3.7
2023-09-26,West,Furniture,8,300.15,3001.5,268.87,3.3
2023-09-27,North,Furniture,4,364.12,1456.48,193.57,4.4
2023-09-27,South,Office Supplies,1,39.09,33.23,42.51,4.7
2023-09-27,West,Office Supplies,11,31.77,436.84,34.95,4.0
2023-09-28,North,Furniture,9,349.09,3141.81,303.54,2.7
2023-09-29,West,Appliances,3,297.91,1117.16,153.3,3.8
2023-09-30,West,Appliances,3,320.03,1200.11,152.79,3.7
2023-09-30,East,Appliances,10,329.43,3788.44,392.56,3.9
2023-09-30,West,Office Supplies,7,55.3,483.87,101.78,4.5
2023-10-01,East,Appliances,5,329.12,1892.44,166.81,3.7
2023-10-01,North,Furniture,7,367.69,2573.83,290.58,3.7
2023-10-02,West,Appliances,5,285.48,1784.25,214.96,4.8
2023-10-03,North,Office Supplies,7,56.13,392.91,100.4,3.9
2023-10-04,North,Technology,10,531.73,5317.3,441.64,4.8
2023-10-04,North,Office Supplies,7,34.03,238.21,55.05,3.3
2023-10-04,North,Office Supplies,11,41.08,451.88,87.87,4.2
2023-10-05,South,Appliances,3,277.52,707.68,90.48,3.3
2023-10-07,North,Appliances,3,289.91,869.73,75.85,4.1
2023-10-08,South,Technology,1,388.99,330.64,124.99,3.9
2023-10-08,East,Technology,5,391.61,2251.76,273.23,4.1
2023-10-09,South,Office Supplies,11,40.94,382.79,125.19,4.7
2023-10-09,West,Furniture,4,331.93,1659.65,158.02,3.5
2023-10-10,East,Office Supplies,5,42.88,246.56,42.92,3.2
2023-10-10,East,Furniture,4,343.48,1580.01,148.6,4.6
2023-10-11,West,Office Supplies,9,43.23,486.34,88.85,2.9
2023-10-11,North,Furniture,4,386.63,1546.52,197.96,4.7
2023-10-12,East,Technology,5,660.2,3796.15,422.99,4.6
2023-10-13,East,Office Supplies,11,40.84,516.63,41.33,4.6
2023-10-14,North,Office Supplies,1,50.93,50.93,81.11,4.8
2023-10-14,West,Furniture,5,408.75,2554.69,222.35,3.5
2023-10-14,North,Office Supplies,1,54.99,54.99,113.33,3.9
2023-10-14,North,Technology,11,420.56,4626.16,431.84,3.9
2023-10-15,South,Technology,2,689.32,1171.84,199.03,3.7
2023-10-15,North,Furniture,11,255.38,2809.18,285.04,3.4
2023-10-16,West,Office Supplies,4,44.34,221.7,59.34,4.1
2023-10-17,West,Furniture,4,195.62,978.1,142.39,3.0
2023-10-17,South,Office Supplies,5,61.41,260.99,86.16,3.9
2023-10-18,East,Technology,10,477.62,5492.63,559.04,3.8
2023-10-18,East,Office Supplies,7,42.41,341.4,161.79,3.5
2023-10-19,South,Technology,11,677.69,6336.4,580.62,4.1
2023-10-19,East,Technology,7,681.03,5482.29,587.49,4.0
2023-10-19,West,Office Supplies,6,52.64,394.8,61.54,4.1
2023-10-20,South,Office Supplies,3,52.17,133.03,87.95,3.3
2023-10-21,East,Appliances,1,295.87,340.25,80.07,4.7
2023-10-22,West,Appliances,1,324.02,405.02,32.4,4.1
2023-10-22,East,Office Supplies,4,49.11,225.91,76.42,4.4
2023-10-22,East,Office Supplies,6,36.09,249.02,141.33,3.9
2023-10-23,East,Office Supplies,3,52.74,181.95,121.95,4.1
2023-10-24,East,Technology,11,579.15,7326.25,676.13,3.8
2023-10-25,East,Office Supplies,11,54.03,683.48,118.27,4.1
2023-10-26,North,Office Supplies,10,46.21,462.1,36.97,4.3
2023-10-27,North,Office Supplies,2,45.23,90.46,84.41,4.2
2023-10-27,North,Furniture,10,419.12,4191.2,454.37,2.5
2023-10-27,West,Office Supplies,7,52.4,458.5,93.01,3.7
2023-10-27,South,Office Supplies,1,46.58,39.59,79.61,4.2
2023-10-28,South,Appliances,11,235.0,2197.25,197.66,3.7
2023-10-29,North,Office Supplies,5,54.01,270.05,61.05,4.1
2023-10-30,East,Office Supplies,6,59.86,413.03,108.38,3.8
2023-10-30,North,Appliances,6,291.12,1746.72,139.74,3.4
2023-10-31,North,Office Supplies,11,37.0,407.0,32.56,4.3
2023-11-01,South,Appliances,6,202.92,1034.89,193.47,4.0
2023-11-01,West,Appliances,5,335.32,2095.75,269.93,3.9
2023-11-01,West,Appliances,9,324.49,3650.51,465.18,3.7
2023-11-01,West,Technology,5,571.33,3570.81,358.43,3.6
2023-11-01,South,Office Supplies,4,40.41,137.39,54.28,3.6
2023-11-03,North,Furniture,11,405.32,4458.52,390.95,3.7
2023-11-04,South,Technology,1,561.16,476.99,145.79,4.3
2023-11-05,North,Appliances,8,252.06,2016.48,258.19,3.5
2023-11-06,South,Office Supplies,5,40.81,173.44,97.09,3.4
2023-11-06,South,Furniture,2,314.17,534.09,130.23,4.6
2023-11-06,North,Office Supplies,6,44.38,266.28,109.94,3.9
2023-11-06,North,Office Supplies,1,42.41,42.41,3.39,4.1
2023-11-06,South,Office Supplies,5,46.15,196.14,33.68,3.7
2023-11-07,West,Furniture,11,227.3,3125.38,282.7,4.6
2023-11-07,North,Technology,1,643.03,643.03,141.73,3.8
2023-11-07,East,Office Supplies,2,39.19,90.14,118.65,2.9
2023-11-07,North,Appliances,8,195.56,1564.48,125.16,4.5
2023-11-07,North,Office Supplies,7,35.68,249.76,78.88,4.4
2023-11-09,South,Office Supplies,2,54.62,92.85,7.43,3.6
2023-11-09,North,Office Supplies,7,49.44,346.08,93.73,4.6
2023-11-10,West,Furniture,1,399.41,499.26,97.27,3.6
2023-11-10,East,Office Supplies,11,45.6,576.84,82.37,4.3
2023-11-11,West,Office Supplies,10,44.53,556.62,152.95,4.7
2023-11-12,South,Technology,9,661.52,5060.63,554.81,3.8
2023-11-12,North,Technology,2,513.4,1026.8,105.34,3.9
2023-11-12,West,Office Supplies,1,36.28,45.35,87.95,4.0
2023-11-12,South,Office Supplies,4,50.46,171.56,118.57,4.6
2023-11-12,North,Office Supplies,2,40.11,80.22,42.67,4.9
2023-11-12,East,Office Supplies,4,48.31,222.23,94.59,5.0
2023-11-12,North,Office Supplies,2,51.42,102.84,88.05,4.0
2023-11-14,West,Technology,5,638.99,3993.69,369.79,4.0
2023-11-16,West,Technology,5,515.66,3222.87,257.83,4.6
2023-11-16,South,Office Supplies,4,43.44,147.7,93.56,5.0
2023-11-16,North,Office Supplies,11,57.71,634.81,97.41,4.5
2023-11-17,East,Office Supplies,4,46.38,213.35,123.52,4.6
2023-11-17,North,Office Supplies,1,43.12,43.12,8.86,4.1
2023-11-17,North,Office Supplies,7,44.58,312.06,79.8,4.5
2023-11-17,North,Technology,2,678.28,1356.56,215.68,3.6
2023-11-18,North,Furniture,2,382.28,764.56,93.31,3.5
2023-11-18,South,Technology,9,645.7,4939.61,448.19,4.4
2023-11-19,North,Technology,9,742.06,6678.54,601.85,4.1
2023-11-19,West,Office Supplies,9,25.58,287.77,78.87,4.6
2023-11-19,West,Appliances,3,265.89,997.09,127.92,4.2
2023-11-20,North,Technology,2,402.4,804.8,104.53,4.3
2023-11-20,South,Appliances,7,287.39,1709.97,204.92,4.5
2023-11-21,West,Technology,4,653.01,3265.05,372.92,4.2
2023-11-22,West,Appliances,7,295.29,2583.79,258.69,4.4
2023-11-22,East,Furniture,1,325.52,374.35,55.74,3.4
2023-11-22,East,Furniture,7,370.74,2984.46,338.35,2.7
2023-11-22,East,Technology,8,547.59,5037.83,437.26,4.0
2023-11-23,East,Technology,10,565.46,6502.79,580.58,2.8
2023-11-24,North,Technology,7,563.2,3942.4,373.03,4.2
2023-11-25,North,Appliances,6,193.54,1161.24,101.72,4.8
2023-11-27,West,Office Supplies,2,48.76,121.9,122.64,5.0
2023-11-27,East,Appliances,7,245.07,1972.81,202.54,4.8
2023-11-27,West,Technology,5,452.67,2829.19,239.74,4.2
2023-11-29,West,Office Supplies,11,43.98,604.72,90.66,4.8
2023-11-29,East,Technology,9,599.09,6200.58,555.15,2.7
2023-11-29,North,Technology,2,777.37,1554.74,203.58,4.3
2023-11-29,West,Furniture,6,349.01,2617.57,345.8,3.5
